CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12481,22,10,5579.82,0,Regular
12483,16,8,2484.98,0,Regular
12484,32,6,4527.32,0,Regular
12488,9,3,1298.66,0,Regular
12489,335,1,334.93,1,Occasional
12490,4,10,5417.93,0,Regular
12491,38,1,460.40000000000003,0,Regular
12492,62,2,263.21000000000004,0,Regular
12493,165,2,433.74,1,Occasional
12494,15,7,1246.1000000000001,0,Regular
12497,81,1,1043.1,0,Regular
12498,20,3,403.70000000000005,0,Regular
12500,22,11,4257.82,0,Regular
12501,336,1,2169.39,1,Occasional
12502,95,5,3723.87,0,Regular
12504,17,2,482.04999999999995,0,Regular
12506,232,1,73.5,1,Occasional
12507,133,3,1304.81,0,Regular
12508,25,2,397.88,0,Regular
12509,283,1,176.5,1,Occasional
12510,142,2,982.5699999999999,0,Regular
12512,65,2,132.18,0,Regular
12513,112,1,612.29,0,Regular
12514,266,1,1017.68,1,Occasional
12515,352,1,383.7,1,Occasional
12516,77,2,1312.06,0,Regular
12517,27,5,2481.6,0,Regular
12518,0,5,2056.89,0,Regular
12519,63,1,330.84,0,Regular
12520,78,5,2634.26,0,Regular
12521,142,1,599.68,0,Regular
12522,38,2,192.72,0,Regular
12523,18,11,1789.77,0,Regular
12524,8,8,4485.72,0,Regular
12526,0,3,1316.66,0,Regular
12527,81,3,348.71000000000004,0,Regular
12528,8,6,1933.48,0,Regular
12530,59,4,1662.28,0,Regular
12531,14,1,125.22,0,Regular
12532,29,1,349.83000000000004,0,Regular
12534,130,1,1089.18,0,Regular
12535,91,2,716.35,0,Regular
12536,42,3,12601.830000000002,0,Regular
12538,28,1,363.95,0,Regular
12539,21,4,5568.35,0,Regular
12540,19,17,13400.24,3,High-Value
12541,29,3,981.18,0,Regular
12544,35,1,372.7,0,Regular
12545,74,2,1000.39,0,Regular
12546,46,2,1161.5,0,Regular
12547,197,2,207.79999999999998,1,Occasional
12548,165,1,95.19999999999999,1,Occasional
12550,78,1,964.83,0,Regular
12551,357,1,168.0,1,Occasional
12552,38,2,437.82,0,Regular
12553,7,10,3692.28,0,Regular
12556,49,2,599.56,0,Regular
12557,15,5,11990.960000000001,0,Regular
12558,7,1,269.96,0,Regular
12559,310,2,561.71,1,Occasional
12560,4,3,2134.01,0,Regular
12561,302,1,238.85,1,Occasional
12562,7,7,3781.7400000000002,0,Regular
12564,260,1,456.9,1,Occasional
12565,288,1,145.92,1,Occasional
12566,85,1,351.65,0,Regular
12567,22,10,9401.28,0,Regular
12569,1,32,4124.69,3,High-Value
12571,39,2,519.61,0,Regular
12572,8,2,1020.42,0,Regular
12573,226,1,160.54000000000002,1,Occasional
12574,315,1,218.45,1,Occasional
12576,35,5,1315.83,0,Regular
12577,34,3,626.6,0,Regular
12578,20,2,2794.51,0,Regular
12579,77,1,440.42,0,Regular
12580,246,1,415.7,1,Occasional
12581,39,1,197.71,0,Regular
12582,238,2,511.36,1,Occasional
12583,2,15,7281.38,3,High-Value
12584,3,9,2338.15,0,Regular
12585,233,2,2040.1,1,Occasional
12586,16,1,196.94000000000003,0,Regular
12587,7,1,144.0,0,Regular
12588,38,1,214.89999999999998,0,Regular
12589,28,2,646.68,0,Regular
12590,210,2,9864.26,1,Occasional
12591,316,1,452.84999999999997,1,Occasional
12592,91,2,437.6,0,Regular
12593,108,3,418.09999999999997,0,Regular
12594,37,10,3338.2200000000003,0,Regular
12596,50,2,618.27,0,Regular
12597,18,4,3811.22,0,Regular
12598,9,8,3023.08,0,Regular
12599,28,7,1032.58,0,Regular
12600,28,10,2599.04,0,Regular
12601,189,5,577.0600000000001,1,Occasional
12602,58,1,153.12,0,Regular
12603,21,1,739.1999999999999,0,Regular
12604,78,2,254.18,0,Regular
12607,59,1,1579.51,0,Regular
12609,77,3,1126.85,0,Regular
12610,22,5,2099.54,0,Regular
12611,51,1,1193.32,0,Regular
12612,73,1,704.0400000000001,0,Regular
12613,56,5,3344.38,0,Regular
12614,277,1,315.6,1,Occasional
12615,1,4,2291.19,0,Regular
12616,94,2,713.3,0,Regular
12617,28,1,352.98,0,Regular
12618,21,1,177.31,0,Regular
12619,15,9,3641.24,0,Regular
12620,14,3,1339.41,0,Regular
12621,1,20,13689.67,3,High-Value
12622,231,1,180.1,1,Occasional
12623,275,1,305.1,1,Occasional
12624,105,2,641.13,0,Regular
12625,211,2,2683.82,1,Occasional
12626,22,9,6620.48,0,Regular
12627,10,7,4478.53,0,Regular
12628,3,3,786.46,0,Regular
12630,9,2,1270.88,0,Regular
12631,56,1,640.5,0,Regular
12633,58,4,2163.98,0,Regular
12635,89,2,1689.18,0,Regular
12637,66,8,6002.9,0,Regular
12638,32,1,671.69,0,Regular
12639,238,1,486.1,1,Occasional
12640,23,3,1174.58,0,Regular
12641,114,1,185.9,0,Regular
12642,24,3,1013.26,0,Regular
12643,127,6,3344.64,0,Regular
12644,129,1,477.91,0,Regular
12645,33,4,1775.18,0,Regular
12646,4,2,1346.97,0,Regular
12647,21,12,3722.82,0,Regular
12648,154,1,318.05,1,Occasional
12649,106,3,623.51,0,Regular
12650,2,1,314.44,0,Regular
12651,334,1,114.0,1,Occasional
12652,330,1,919.98,1,Occasional
12653,148,2,2209.85,1,Occasional
12654,10,5,601.98,0,Regular
12656,16,5,4051.17,0,Regular
12657,10,4,1643.18,0,Regular
12658,18,1,686.05,0,Regular
12659,29,1,91.68,0,Regular
12660,10,1,245.1,0,Regular
12662,0,11,3849.78,0,Regular
12664,7,9,4881.88,0,Regular
12665,324,1,63.0,1,Occasional
12667,57,1,620.13,0,Regular
12668,11,4,3807.15,0,Regular
12669,150,3,2744.0299999999997,1,Occasional
12670,9,5,2996.05,0,Regular
12672,329,1,225.89999999999998,1,Occasional
12673,4,2,610.52,0,Regular
12674,38,4,1970.6,0,Regular
12676,24,6,1331.39,0,Regular
12678,41,12,17628.46,3,High-Value
12679,58,4,1113.02,0,Regular
12680,0,4,862.81,0,Regular
12681,14,22,13787.54,3,High-Value
12682,3,31,12279.82,3,High-Value
12683,3,15,8476.57,3,High-Value
12684,7,7,2283.63,0,Regular
12685,27,6,2863.08,0,Regular
12686,371,1,89.14,1,Occasional
12688,113,1,4873.8099999999995,0,Regular
12689,25,2,1247.61,0,Regular
12690,205,1,389.01,1,Occasional
12691,27,6,1035.8,0,Regular
12693,126,4,855.91,0,Regular
12694,69,2,869.67,0,Regular
12695,6,4,582.1,0,Regular
12697,28,3,957.59,0,Regular
12700,7,4,4939.99,0,Regular
12701,79,2,797.71,0,Regular
12702,19,1,219.0,0,Regular
12703,70,1,283.55,0,Regular
12704,6,8,2340.84,0,Regular
12705,14,9,6868.29,0,Regular
12707,291,1,603.42,1,Occasional
12708,29,10,2712.91,0,Regular
12709,14,15,9706.52,3,High-Value
12710,96,3,1149.02,0,Regular
12712,28,13,4396.13,0,Regular
12713,0,1,848.55,0,Regular
12714,8,5,4708.86,0,Regular
12715,105,1,343.36,0,Regular
12716,3,2,1053.49,0,Regular
12717,150,2,1030.98,1,Occasional
12718,70,1,238.25,0,Regular
12719,4,2,644.95,0,Regular
12720,2,25,5781.73,3,High-Value
12721,31,6,2656.13,0,Regular
12722,84,4,997.63,0,Regular
12723,3,5,725.07,0,Regular
12724,4,4,1031.41,0,Regular
12725,370,1,427.8,1,Occasional
12726,27,7,2609.1,0,Regular
12727,10,7,3980.7,0,Regular
12728,70,4,836.33,0,Regular
12729,113,1,453.01,0,Regular
12731,23,12,18895.91,3,High-Value
12732,179,1,236.26000000000002,1,Occasional
12733,233,1,383.95,1,Occasional
12734,352,1,110.39999999999999,1,Occasional
12735,314,2,779.5699999999999,1,Occasional
12736,332,1,234.0,1,Occasional
12738,371,1,155.35,1,Occasional
12739,77,2,1013.04,0,Regular
12740,63,1,427.6,0,Regular
12743,133,2,540.13,0,Regular
12744,51,7,21279.29,3,High-Value
12747,1,11,4196.01,0,Regular
12748,0,209,33053.19,2,High-Value
12749,3,5,4090.88,0,Regular
12750,128,1,275.88,0,Regular
12752,80,1,4366.78,0,Regular
12753,22,6,21429.39,3,High-Value
12754,235,3,3010.74,1,Occasional
12755,280,2,3811.95,1,Occasional
12756,86,1,112.07999999999998,0,Regular
12757,15,13,7834.650000000001,3,High-Value
12758,116,2,2791.59,0,Regular
12759,51,3,1531.44,0,Regular
12762,7,2,1898.52,0,Regular
12763,137,2,494.08,0,Regular
12764,316,1,1693.88,1,Occasional
12766,3,7,6989.63,0,Regular
12769,238,1,1143.6,1,Occasional
12770,210,1,1351.45,1,Occasional
12772,59,1,892.47,0,Regular
12775,16,5,1386.04,0,Regular
12778,19,6,822.23,0,Regular
12779,37,8,3981.36,0,Regular
12781,63,2,826.74,0,Regular
12782,4,5,2330.92,0,Regular
12783,1,6,2225.91,0,Regular
12784,8,2,532.8199999999999,0,Regular
12785,363,1,311.95,1,Occasional
12787,9,3,463.66,0,Regular
12789,64,1,91.85,0,Regular
12790,191,1,324.92,1,Occasional
12791,373,1,192.60000000000002,1,Occasional
12792,256,1,400.53999999999996,1,Occasional
12793,334,2,545.48,1,Occasional
12794,52,2,860.41,0,Regular
12795,18,1,430.48,0,Regular
12797,365,1,254.03,1,Occasional
12798,9,3,6977.04,0,Regular
12802,186,1,427.58,1,Occasional
12808,36,3,483.65000000000003,0,Regular
12809,177,1,489.31,1,Occasional
12811,260,3,514.85,1,Occasional
12812,44,1,229.64000000000001,0,Regular
12814,101,1,125.92,0,Regular
12815,147,2,1063.46,1,Occasional
12816,95,2,572.2,0,Regular
12817,280,1,166.04,1,Occasional
12818,261,1,1542.08,1,Occasional
12820,2,4,942.34,0,Regular
12821,213,1,92.72,1,Occasional
12822,70,2,948.88,0,Regular
12823,74,5,1759.5,0,Regular
12824,59,1,397.12,0,Regular
12826,2,7,1474.72,0,Regular
12827,5,3,430.15000000000003,0,Regular
12828,2,6,1018.71,0,Regular
12829,336,2,293.0,1,Occasional
12830,37,6,6814.64,0,Regular
12831,261,1,215.05,1,Occasional
12832,31,2,383.03,0,Regular
12833,144,1,417.38,1,Occasional
12834,282,1,312.38,1,Occasional
12836,58,4,2610.36,0,Regular
12837,172,1,134.1,1,Occasional
12838,33,2,671.95,0,Regular
12839,2,14,5591.42,3,High-Value
12840,143,4,2726.77,0,Regular
12841,4,25,3991.58,3,High-Value
12842,69,2,1118.99,0,Regular
12843,65,8,1702.26,0,Regular
12844,28,2,325.96000000000004,0,Regular
12845,266,4,354.09,1,Occasional
12847,21,1,843.64,0,Regular
12849,30,2,1010.29,0,Regular
12851,96,1,131.81,0,Regular
12852,294,1,311.55,1,Occasional
12853,134,6,1957.1000000000001,0,Regular
12854,78,3,1316.25,0,Regular
12855,372,1,38.1,1,Occasional
12856,7,6,2170.78,0,Regular
12857,210,2,1106.4,1,Occasional
12863,51,1,521.2,0,Regular
12864,137,1,147.12,0,Regular
12865,25,2,1568.23,0,Regular
12866,282,1,559.12,1,Occasional
12867,25,7,4009.34,0,Regular
12868,185,6,1607.0600000000002,1,Occasional
12871,83,2,380.64,0,Regular
12872,326,2,599.97,1,Occasional
12873,281,1,374.0,1,Occasional
12875,142,2,343.2300000000001,0,Regular
12876,57,2,2218.02,0,Regular
12877,3,12,1535.77,0,Regular
12878,235,2,854.99,1,Occasional
12879,44,3,573.22,0,Regular
12881,275,1,298.0,1,Occasional
12882,8,2,1463.04,0,Regular
12883,24,4,703.47,0,Regular
12884,87,1,309.05,0,Regular
12885,62,3,1175.22,0,Regular
12886,67,2,1378.4,0,Regular
12888,213,2,354.12,1,Occasional
12890,23,1,376.71999999999997,0,Regular
12891,185,3,331.0,1,Occasional
12893,30,1,176.55,0,Regular
12895,41,2,372.8,0,Regular
12897,204,2,216.5,1,Occasional
12901,8,28,17654.54,3,High-Value
12902,264,1,138.68,1,Occasional
12904,17,2,496.06,0,Regular
12906,11,5,2919.81,0,Regular
12908,175,2,750.0,1,Occasional
12909,39,5,2178.67,0,Regular
12910,22,8,3075.04,0,Regular
12912,2,5,1662.3,0,Regular
12913,4,5,2483.63,0,Regular
12915,148,2,363.65,1,Occasional
12916,138,4,2944.95,0,Regular
12917,127,1,594.0,0,Regular
12919,7,6,1335.19,0,Regular
12920,16,1,162.78,0,Regular
12921,8,37,16587.09,3,High-Value
12922,160,1,405.38,1,Occasional
12923,63,1,172.82,0,Regular
12924,87,4,933.7,0,Regular
12925,4,2,694.05,0,Regular
12928,34,5,2062.7000000000003,0,Regular
12929,311,1,117.85,1,Occasional
12930,77,2,415.8,0,Regular
12931,21,15,42055.96,3,High-Value
12933,23,3,607.53,0,Regular
12935,1,7,2160.7,0,Regular
12936,16,4,1063.9,0,Regular
12937,14,4,1504.27,0,Regular
12938,25,1,114.14,0,Regular
12939,63,8,11581.8,0,Regular
12940,54,2,899.69,0,Regular
12942,130,3,675.6,0,Regular
12944,35,2,604.51,0,Regular
12945,287,1,462.95,1,Occasional
12947,143,6,1603.99,0,Regular
12948,15,7,2064.95,0,Regular
12949,30,8,4167.22,0,Regular
12950,1,3,1843.0,0,Regular
12951,8,6,1064.07,0,Regular
12952,5,4,1387.79,0,Regular
12953,9,1,329.85,0,Regular
12955,0,11,4757.16,0,Regular
12956,305,1,108.07,1,Occasional
12957,9,8,4017.54,0,Regular
12962,6,2,266.39,0,Regular
12963,7,8,1856.63,0,Regular
12965,88,1,769.8100000000001,0,Regular
12966,9,1,160.18,0,Regular
12967,357,2,1660.9,1,Occasional
12968,111,1,135.95,0,Regular
12970,6,4,405.47,0,Regular
12971,3,86,11189.91,2,High-Value
12974,197,1,144.8,1,Occasional
12976,211,1,738.6,1,Occasional
12977,155,1,39.239999999999995,1,Occasional
12980,157,9,7374.900000000001,0,Regular
12981,29,2,372.21999999999997,0,Regular
12982,242,1,390.54,1,Occasional
12984,18,1,97.5,0,Regular
12985,0,2,1239.38,0,Regular
12987,73,2,558.7,0,Regular
12988,291,1,505.82,1,Occasional
12989,2,15,6924.110000000001,3,High-Value
12990,30,3,409.5,0,Regular
12991,22,2,503.76,0,Regular
12993,22,4,414.76,0,Regular
12994,3,3,974.4200000000001,0,Regular
12995,84,1,211.32,0,Regular
12997,21,4,1226.89,0,Regular
12999,195,3,455.88,1,Occasional
13000,106,3,534.85,0,Regular
13001,3,13,9785.970000000001,3,High-Value
13002,317,1,120.94999999999999,1,Occasional
13003,105,3,149.05,0,Regular
13004,11,18,5655.91,3,High-Value
13005,173,2,513.7,1,Occasional
13006,55,1,81.57,0,Regular
13008,322,1,229.46999999999997,1,Occasional
13011,371,1,50.550000000000004,1,Occasional
13012,8,8,1646.8400000000001,0,Regular
13013,0,13,4810.9400000000005,0,Regular
13014,10,10,3466.2799999999997,0,Regular
13015,52,5,3339.64,0,Regular
13016,72,3,789.89,0,Regular
13017,6,1,204.0,0,Regular
13018,15,28,7277.7,3,High-Value
13021,3,9,2616.38,0,Regular
13023,63,2,689.9,0,Regular
13026,0,5,975.36,0,Regular
13027,113,6,6912.0,0,Regular
13028,22,2,661.3199999999999,0,Regular
13029,30,3,1247.5,0,Regular
13030,10,2,752.4399999999999,0,Regular
13032,51,2,1010.18,0,Regular
13033,356,1,190.55,1,Occasional
13034,54,2,642.77,0,Regular
13035,73,2,921.88,0,Regular
13037,137,3,881.07,0,Regular
13038,79,3,908.46,0,Regular
13040,8,2,676.99,0,Regular
13043,272,1,516.42,1,Occasional
13044,290,1,560.47,1,Occasional
13045,98,1,305.28000000000003,0,Regular
13046,30,2,629.31,0,Regular
13047,31,10,3237.54,0,Regular
13048,13,4,1819.41,0,Regular
13049,63,2,656.6800000000001,0,Regular
13050,14,17,5836.86,3,High-Value
13052,211,1,348.15000000000003,1,Occasional
13055,77,3,1214.41,0,Regular
13058,24,3,271.40000000000003,0,Regular
13059,249,1,183.4,1,Occasional
13060,253,1,307.53,1,Occasional
13061,71,1,248.61,0,Regular
13062,190,1,346.98,1,Occasional
13064,12,4,1105.59,0,Regular
13065,372,1,205.86,1,Occasional
13066,23,2,470.8,0,Regular
13067,81,1,115.46000000000001,0,Regular
13068,9,2,344.0,0,Regular
13069,0,24,4431.44,3,High-Value
13070,191,1,228.8,1,Occasional
13072,266,1,177.15,1,Occasional
13075,129,1,919.61,0,Regular
13077,0,4,728.02,0,Regular
13078,2,26,12627.94,3,High-Value
13079,3,5,220.10000000000002,0,Regular
13080,178,1,58.08,1,Occasional
13081,11,11,28337.38,3,High-Value
13082,125,9,3613.63,0,Regular
13083,3,2,303.75,0,Regular
13085,157,2,416.08000000000004,1,Occasional
13089,2,97,58762.08,2,High-Value
13090,8,14,8910.82,3,High-Value
13091,27,1,345.82,0,Regular
13092,70,5,477.83,0,Regular
13093,275,8,7832.47,1,Occasional
13094,20,12,1927.3200000000002,0,Regular
13095,70,1,74.39999999999999,0,Regular
13097,32,10,6003.22,0,Regular
13098,0,28,28882.44,3,High-Value
13099,98,1,207.35999999999999,0,Regular
13101,233,1,101.19,1,Occasional
13102,0,24,6424.09,3,High-Value
13103,39,1,243.94,0,Regular
13104,2,6,1098.48,0,Regular
13106,132,1,76.5,0,Regular
13107,43,4,1531.6200000000001,0,Regular
13108,372,1,350.06,1,Occasional
13109,59,2,786.54,0,Regular
13110,30,7,1488.67,0,Regular
13113,0,24,12245.960000000001,3,High-Value
13115,11,4,2294.78,0,Regular
13116,137,1,501.14,0,Regular
13117,21,8,984.91,0,Regular
13118,19,5,1197.81,0,Regular
13120,238,1,30.599999999999998,1,Occasional
13121,268,1,283.73,1,Occasional
13122,93,2,922.39,0,Regular
13124,89,3,3756.33,0,Regular
13126,4,8,2099.64,0,Regular
13127,77,1,259.17,0,Regular
13130,93,1,64.0,0,Regular
13131,22,3,1073.3,0,Regular
13132,261,1,77.3,1,Occasional
13133,273,2,109.8,1,Occasional
13134,85,4,1793.58,0,Regular
13135,196,1,3096.0,1,Occasional
13136,55,5,2607.61,0,Regular
13137,10,8,3603.29,0,Regular
13138,21,6,962.39,0,Regular
13139,15,7,5064.94,0,Regular
13140,107,3,422.47,0,Regular
13141,84,5,2388.75,0,Regular
13142,18,1,307.09,0,Regular
13144,332,1,110.95,1,Occasional
13145,39,4,618.52,0,Regular
13146,25,1,228.91,0,Regular
13147,9,4,712.8000000000001,0,Regular
13148,28,12,3683.26,0,Regular
13149,13,4,1676.06,0,Regular
13151,295,1,1257.8700000000001,1,Occasional
13153,5,1,486.22,0,Regular
13155,32,4,971.76,0,Regular
13157,48,4,1741.22,0,Regular
13158,94,4,1201.06,0,Regular
13159,8,4,1429.35,0,Regular
13160,21,1,91.8,0,Regular
13161,312,1,112.75,1,Occasional
13162,121,4,1688.29,0,Regular
13165,45,2,1021.48,0,Regular
13166,282,1,417.2,1,Occasional
13167,18,4,791.33,0,Regular
13168,35,4,1299.59,0,Regular
13169,63,2,712.88,0,Regular
13170,26,1,108.81,0,Regular
13171,21,3,468.41,0,Regular
13173,3,2,353.65,0,Regular
13174,15,3,2742.82,0,Regular
13176,45,1,481.49,0,Regular
13177,64,1,282.45,0,Regular
13178,25,11,5725.47,0,Regular
13182,44,1,121.18,0,Regular
13183,7,9,3957.78,0,Regular
13184,14,10,1668.95,0,Regular
13185,267,1,71.4,1,Occasional
13186,39,3,1575.89,0,Regular
13187,336,1,236.02,1,Occasional
13188,10,1,114.60000000000001,0,Regular
13189,18,2,260.68,0,Regular
13192,94,2,911.94,0,Regular
13193,60,1,112.08,0,Regular
13194,135,1,60.7,0,Regular
13196,10,4,1797.78,0,Regular
13198,9,6,3401.2400000000002,0,Regular
13199,3,38,9817.12,3,High-Value
13200,18,4,870.09,0,Regular
13203,9,4,869.46,0,Regular
13207,14,2,250.26000000000002,0,Regular
13208,58,6,1217.65,0,Regular
13209,29,8,5891.61,0,Regular
13210,93,1,353.48,0,Regular
13211,9,3,1095.42,0,Regular
13212,19,3,786.83,0,Regular
13213,56,5,1520.58,0,Regular
13216,267,1,333.74,1,Occasional
13217,121,3,533.98,0,Regular
13218,126,1,62.63999999999999,0,Regular
13220,77,4,819.2900000000001,0,Regular
13221,239,2,847.41,1,Occasional
13223,199,2,163.20000000000002,1,Occasional
13224,59,2,2155.95,0,Regular
13225,2,7,6463.84,0,Regular
13226,272,1,108.21000000000001,1,Occasional
13227,201,1,257.7,1,Occasional
13228,80,1,358.0,0,Regular
13229,225,1,160.95,1,Occasional
13230,3,14,2755.63,0,Regular
13232,12,7,1328.35,0,Regular
13233,73,2,605.12,0,Regular
13235,211,1,1031.07,1,Occasional
13236,24,2,744.85,0,Regular
13238,16,4,700.73,0,Regular
13239,261,1,329.56,1,Occasional
13240,95,4,663.65,0,Regular
13242,111,3,270.40000000000003,0,Regular
13243,202,1,585.12,1,Occasional
13244,92,1,121.74000000000001,0,Regular
13245,50,1,430.5,0,Regular
13246,17,6,1961.52,0,Regular
13247,17,4,501.12,0,Regular
13248,124,2,465.68,0,Regular
13249,91,3,711.41,0,Regular
13253,156,2,1030.4,1,Occasional
13255,8,2,399.51,0,Regular
13258,11,3,672.83,0,Regular
13259,61,1,283.18,0,Regular
13260,60,1,557.62,0,Regular
13261,268,2,944.1,1,Occasional
13262,262,1,200.29,1,Occasional
13263,0,35,7436.93,3,High-Value
13265,52,5,2092.66,0,Regular
13266,10,12,3834.2599999999998,0,Regular
13267,2,19,4521.49,3,High-Value
13268,17,11,3174.75,0,Regular
13269,0,15,5343.28,3,High-Value
13270,365,1,590.0,1,Occasional
13271,36,1,211.49,0,Regular
13272,30,2,276.56,0,Regular
13273,112,1,138.98,0,Regular
13276,63,2,590.9300000000001,0,Regular
13277,15,4,258.4,0,Regular
13278,40,1,542.73,0,Regular
13279,77,1,137.75,0,Regular
13280,121,3,798.46,0,Regular
13282,17,3,1132.14,0,Regular
13283,59,2,93.66,0,Regular
13284,330,1,201.19,1,Occasional
13285,22,4,2709.12,0,Regular
13291,155,1,361.11,1,Occasional
13292,38,2,578.9399999999999,0,Regular
13294,189,2,873.74,1,Occasional
13295,359,1,201.20000000000002,1,Occasional
13296,136,1,87.4,0,Regular
13297,7,4,2089.85,0,Regular
13298,0,1,360.0,0,Regular
13299,267,1,142.5,1,Occasional
13300,168,1,371.89,1,Occasional
13301,103,4,618.09,0,Regular
13302,154,1,63.75,1,Occasional
13304,350,1,300.42,1,Occasional
13305,3,10,2000.86,0,Regular
13307,119,1,15.0,0,Regular
13308,22,3,1385.51,0,Regular
13309,6,5,1456.79,0,Regular
13310,27,3,1132.03,0,Regular
13311,3,2,598.57,0,Regular
13313,21,5,1555.32,0,Regular
13314,1,3,775.94,0,Regular
13316,36,4,5732.93,0,Regular
13317,65,6,2273.68,0,Regular
13318,0,3,640.76,0,Regular
13319,4,26,10845.550000000001,3,High-Value
13320,77,4,1532.2,0,Regular
13321,71,2,567.36,0,Regular
13322,16,1,199.48000000000002,0,Regular
13323,2,5,787.85,0,Regular
13324,35,10,7121.95,0,Regular
13325,81,1,675.3,0,Regular
13327,38,8,3627.77,0,Regular
13328,315,1,1308.48,1,Occasional
13329,31,2,789.0,0,Regular
13330,92,3,1140.93,0,Regular
13332,13,1,350.9,0,Regular
13334,81,3,3502.32,0,Regular
13336,76,1,795.12,0,Regular
13338,157,1,487.02,1,Occasional
13339,200,1,860.12,1,Occasional
13340,44,7,10736.48,0,Regular
13341,260,1,775.85,1,Occasional
13343,177,1,353.43,1,Occasional
13344,67,3,2511.69,0,Regular
13345,287,1,389.5,1,Occasional
13347,69,1,341.36,0,Regular
13348,63,1,233.76,0,Regular
13349,10,1,247.32,0,Regular
13350,15,2,979.12,0,Regular
13351,65,1,373.94,0,Regular
13352,59,1,397.97999999999996,0,Regular
13354,70,1,743.53,0,Regular
13355,121,1,674.7,0,Regular
13356,79,1,768.24,0,Regular
13357,256,1,609.4,1,Occasional
13358,268,1,439.03,1,Occasional
